,BILL_MONTH,DIVISION,SUB_DIVISION,Billing for Jan 23,METER_STATUS,BILL_STATUS,REALIZATION_PAYMENT,TOTAL_CURRENT_BILL,TOTAL_CURRENT_BILL_AFTHLKADJ,TOTAL_BILLDED_ARREAR_AMT_DF,TOTAL_BILLDED_ARR_AMT_MEPDCL,tot_bill
46687,Jan-23,WEILOI,EAST KHASI HILL,167.31,OK,ACT,,167.66,167.66,1892.6,0,
46689,Jan-23,WEILOI,EAST KHASI HILL,60,OK,ACT,,60,60,0,0,
46690,Jan-23,WEILOI,EAST KHASI HILL,808.8,OK,ACT,817,817.2,817.2,-0.88,0,
46692,Jan-23,WEILOI,EAST KHASI HILL,1528,OK,ACT,1542,1542,1542,0,0,
46693,Jan-23,WEILOI,EAST KHASI HILL,556.44,OK,ACT,1055,562.34,562.34,875.33,-382.86,1054.81
46696,Jan-23,WEILOI,EAST KHASI HILL,355.2,OK,ACT,,358.8,358.8,844.02,-844.94,357.88
46697,Jan-23,WEILOI,EAST KHASI HILL,435.7,OK,ACT,,439.55,439.55,309.72,-310.09,439.18
46698,Jan-23,WEILOI,EAST KHASI HILL,2212.2,OK,ACT,,2232.3,2232.3,1776.88,-1776.91,2232.27
46700,Jan-23,WEILOI,EAST KHASI HILL,862.99,OK,ACT,1711,871.59,871.59,1835.12,-995.99,1710.72
46701,Jan-23,WEILOI,EAST KHASI HILL,133.8,OK,ACT,134,134.7,134.7,134.32,-135.27,133.75
46702,Jan-23,WEILOI,EAST KHASI HILL,237,OK,ACT,238,238.08,238.08,962.53,-962.8,237.81
46703,Jan-23,WEILOI,EAST KHASI HILL,120,OK,ACT,120,120,120,629.52,-630.25,119.27
46704,Jan-23,WEILOI,EAST KHASI HILL,1723.2,OK,ACT,1739,1738.8,1738.8,1450.85,-1451.04,1738.61
46705,Jan-23,WEILOI,EAST KHASI HILL,1969.47,OK,ACT,3000,1987.47,1987.47,1082.35,1.75,3071.57
46706,Jan-23,WEILOI,EAST KHASI HILL,3124.16,OK,ACT,3000,3147.44,3147.44,6573.67,900.88,10621.99
46707,Jan-23,WEILOI,EAST KHASI HILL,302,OK,ACT,304,303.68,303.68,592.1,-592.34,303.44
46708,Jan-23,WEILOI,EAST KHASI HILL,882.5,OK,ACT,,890.75,890.75,76.81,-77.4,890.16
46709,Jan-23,WEILOI,EAST KHASI HILL,25.55,OK,ACT,,25.9,25.9,229.49,-229.51,25.88
46710,Jan-23,WEILOI,EAST KHASI HILL,0,OK,ACT,,,0,228.52,-229.3,
46712,Jan-23,WEILOI,EAST KHASI HILL,219.9,OK,ACT,222,221.85,221.85,219.98,-220.32,221.51
46713,Jan-23,WEILOI,EAST KHASI HILL,461.8,OK,ACT,466,466.7,466.7,852.62,-853.57,465.75
46714,Jan-23,WEILOI,EAST KHASI HILL,140.85,OK,ACT,431,141.8,141.8,388.35,-97.35,432.8
46715,Jan-23,WEILOI,EAST KHASI HILL,121.5,OK,ACT,122,122.25,122.25,216.08,-217.06,121.27
46716,Jan-23,WEILOI,EAST KHASI HILL,191.2,OK,ACT,190,192.8,192.8,0,0,
46717,Jan-23,WEILOI,EAST KHASI HILL,203.5,OK,ACT,207,205.25,205.25,189.36,-189.58,205.03
46718,Jan-23,WEILOI,EAST KHASI HILL,338.46,OK,ACT,,341.81,341.81,541.44,-174.21,709.04
46719,Jan-23,WEILOI,EAST KHASI HILL,26.29,OK,ACT,67,26.64,26.64,512.18,-472.33,66.49
46720,Jan-23,WEILOI,EAST KHASI HILL,166.6,OK,ACT,168,167.9,167.9,0,0,
46721,Jan-23,WEILOI,EAST KHASI HILL,146.1,OK,ACT,147,147.15,147.15,81.46,-81.99,146.62
46722,Jan-23,WEILOI,EAST KHASI HILL,137.94,OK,ACT,143,138.89,138.89,3.52,0,
46723,Jan-23,WEILOI,EAST KHASI HILL,138.2,OK,ACT,140,140.05,140.05,148.17,-149.12,139.1
46724,Jan-23,WEILOI,EAST KHASI HILL,137.9,OK,ACT,139,138.85,138.85,0,0,
46725,Jan-23,WEILOI,EAST KHASI HILL,1072.5,OK,ACT,,1083.75,1083.75,414.24,-414.25,1083.74
46726,Jan-23,WEILOI,EAST KHASI HILL,60.64,OK,ACT,125,60.64,60.64,63.67,0,
46727,Jan-23,WEILOI,EAST KHASI HILL,203.5,OK,ACT,205,205.25,205.25,123.35,-123.81,204.79
46728,Jan-23,WEILOI,EAST KHASI HILL,155.6,OK,ACT,156,156.4,156.4,192.24,-193.05,155.59
46729,Jan-23,WEILOI,EAST KHASI HILL,524,OK,ACT,529,529.6,529.6,200.03,-200.85,528.78
46730,Jan-23,WEILOI,EAST KHASI HILL,106.59,OK,ACT,220,107.14,107.14,614.74,-500.89,220.99
46731,Jan-23,WEILOI,EAST KHASI HILL,445.73,OK,ACT,700,450.38,450.38,447.62,0,
46732,Jan-23,WEILOI,EAST KHASI HILL,203.68,OK,ACT,210,205.43,205.43,193.38,-189.57,209.24
46733,Jan-23,WEILOI,EAST KHASI HILL,117.53,OK,ACT,,118.23,118.23,108.39,-107.83,118.79
46734,Jan-23,WEILOI,EAST KHASI HILL,60,OK,ACT,62,60,60,0,0,
46736,Jan-23,WEILOI,EAST KHASI HILL,90.06,OK,ACT,500,90.06,90.06,807.82,3120.28,4018.16
46737,Jan-23,WEILOI,EAST KHASI HILL,121.5,OK,ACT,122,122.25,122.25,231.31,-232.22,121.34
46738,Jan-23,WEILOI,EAST KHASI HILL,497,OK,ACT,502,502.3,502.3,280.57,-281.49,501.38
46739,Jan-23,WEILOI,EAST KHASI HILL,117.7,OK,ACT,120,119.3,119.3,52.14,-53.1,118.34
46740,Jan-23,WEILOI,EAST KHASI HILL,301.9,OK,ACT,305,304.85,304.85,253.63,-254.14,304.34
46741,Jan-23,WEILOI,EAST KHASI HILL,170.7,OK,ACT,170,172.05,172.05,212.33,-213.11,171.27
46743,Jan-23,WEILOI,EAST KHASI HILL,801.5,OK,ACT,795,808.85,808.85,544.75,-559.3,794.3
46744,Jan-23,WEILOI,EAST KHASI HILL,215.8,OK,ACT,218,217.7,217.7,119.39,-119.91,217.18
46745,Jan-23,WEILOI,EAST KHASI HILL,1253.94,OK,ACT,2775,1266.54,1266.54,2537,-1029.06,2774.48
46746,Jan-23,WEILOI,EAST KHASI HILL,85.55,OK,ACT,,85.85,85.85,95.7,0,
46747,Jan-23,WEILOI,EAST KHASI HILL,146.4,OK,ACT,147,148.35,148.35,0,0,
46748,Jan-23,WEILOI,EAST KHASI HILL,18.25,OK,ACT,20,18.5,18.5,-3514.68,3512.87,16.69
46749,Jan-23,WEILOI,EAST KHASI HILL,190.58,OK,ACT,,192.68,192.68,189.9,0,
46750,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,0,7447.05,
46752,Jan-23,WEILOI,EAST KHASI HILL,62.85,OK,ACT,,63.3,63.3,0,0,
46753,Jan-23,WEILOI,EAST KHASI HILL,106.18,OK,ACT,,107.63,107.63,33.05,0,
46755,Jan-23,WEILOI,EAST KHASI HILL,367.5,OK,ACT,371,371.25,371.25,50.6,-51.41,370.44
46756,Jan-23,WEILOI,EAST KHASI HILL,106.65,OK,ACT,,107.7,107.7,0,0,
46758,Jan-23,WEILOI,EAST KHASI HILL,58.4,OK,ACT,,59.2,59.2,0,0,
46759,Jan-23,WEILOI,EAST KHASI HILL,312.09,OK,ACT,,316.04,316.04,168.73,0,
46762,Jan-23,WEILOI,EAST KHASI HILL,18.25,OK,ACT,19,18.5,18.5,-0.4,0,
46763,Jan-23,WEILOI,EAST KHASI HILL,1152.24,OK,ACT,,1165.19,1165.19,2132.26,-1642.53,1654.92
46764,Jan-23,WEILOI,EAST KHASI HILL,257.1,OK,ACT,260,260.4,260.4,0,0,
46765,Jan-23,WEILOI,EAST KHASI HILL,176.4,OK,ACT,177,178.35,178.35,0,0,
46766,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,0,8778.75,
46767,Jan-23,WEILOI,EAST KHASI HILL,62.85,OK,ACT,,63.3,63.3,0,0,
46768,Jan-23,WEILOI,EAST KHASI HILL,830,OK,ACT,838,838,838,344.12,-344.34,837.78
46769,Jan-23,WEILOI,EAST KHASI HILL,44.71,OK,ACT,49,44.91,44.91,103.38,-99.41,48.88
46770,Jan-23,WEILOI,EAST KHASI HILL,43.8,OK,ACT,40,44.4,44.4,0,0,
46772,Jan-23,WEILOI,EAST KHASI HILL,7.3,OK,ACT,,7.4,7.4,0,0,
46774,Jan-23,WEILOI,EAST KHASI HILL,92.05,OK,ACT,,92.9,92.9,332.37,-333.02,92.25
46775,Jan-23,WEILOI,EAST KHASI HILL,70.15,OK,ACT,70,70.7,70.7,0,0,
46776,Jan-23,WEILOI,EAST KHASI HILL,52.83,OK,ACT,150,53.13,53.13,93.28,0,
46777,Jan-23,WEILOI,EAST KHASI HILL,164.1,OK,ACT,165,165.9,165.9,0,0,
46778,Jan-23,WEILOI,EAST KHASI HILL,98.2,OK,ACT,100,98.3,98.3,194.28,-194.74,97.84
46779,Jan-23,WEILOI,EAST KHASI HILL,52.42,OK,ACT,,52.72,52.72,52,0,
46781,Jan-23,WEILOI,EAST KHASI HILL,221.2,OK,ACT,223,222.8,222.8,385.83,-386.37,222.26
46785,Jan-23,WEILOI,EAST KHASI HILL,64.59,OK,ACT,,65.04,65.04,177.13,0,
46787,Jan-23,WEILOI,EAST KHASI HILL,62.85,OK,ACT,,63.3,63.3,0,0,
46788,Jan-23,WEILOI,EAST KHASI HILL,621,OK,ACT,,624.24,624.24,0,0,
46789,Jan-23,WEILOI,EAST KHASI HILL,220.2,OK,ACT,,223.05,223.05,0,0,
46790,Jan-23,WEILOI,EAST KHASI HILL,90.38,OK,ACT,290,91.18,91.18,201.48,0,
46791,Jan-23,WEILOI,EAST KHASI HILL,70.12,OK,ACT,,70.62,70.62,372.26,0,
46794,Jan-23,WEILOI,EAST KHASI HILL,73.8,OK,ACT,,74.4,74.4,0,0,
46796,Jan-23,WEILOI,EAST KHASI HILL,138.2,OK,ACT,140,140.05,140.05,0,0,
46797,Jan-23,WEILOI,EAST KHASI HILL,70.15,OK,ACT,,70.7,70.7,0,0,
46802,Jan-23,WEILOI,EAST KHASI HILL,0,OK,ACT,,,0,0,0,
46803,Jan-23,WEILOI,EAST KHASI HILL,0,OK,ACT,,,0,0,0,
46804,Jan-23,WEILOI,EAST KHASI HILL,0,OK,ACT,,,0,0,0,
46805,Jan-23,WEILOI,EAST KHASI HILL,0,OK,ACT,,,0,0,0,
46806,Jan-23,WEILOI,EAST KHASI HILL,0,OK,ACT,,,0,0,0,
46807,Jan-23,WEILOI,EAST KHASI HILL,0,OK,ACT,,,0,0,0,
46811,Jan-23,WEILOI,EAST KHASI HILL,47.45,OK,ACT,,48.1,48.1,133.01,-133.05,48.06
46812,Jan-23,WEILOI,EAST KHASI HILL,347,OK,ACT,350,350.5,350.5,322.98,-323.81,349.67
46813,Jan-23,WEILOI,EAST KHASI HILL,1198.27,OK,ACT,,1209.72,1209.72,5205.7,-1075.49,5339.93
46814,Jan-23,WEILOI,EAST KHASI HILL,250.43,OK,ACT,,252.73,252.73,2803.82,-316.44,2740.11
46815,Jan-23,WEILOI,EAST KHASI HILL,758,OK,ACT,766,766.2,766.2,327.16,-327.65,765.71
46816,Jan-23,WEILOI,EAST KHASI HILL,497.2,OK,ACT,501,501.8,501.8,1004.27,-1005.12,500.95
46817,Jan-23,WEILOI,EAST KHASI HILL,25.55,OK,ACT,26,25.9,25.9,41.32,-42,25.22
46818,Jan-23,WEILOI,EAST KHASI HILL,105.1,OK,ACT,,105.65,105.65,0,0,
46820,Jan-23,WEILOI,EAST KHASI HILL,60,OK,ACT,60,60,60,0,0,
46821,Jan-23,WEILOI,EAST KHASI HILL,232.56,OK,ACT,,234.61,234.61,747.56,-319.72,662.45
46822,Jan-23,WEILOI,EAST KHASI HILL,200.59,OK,ACT,,202.39,202.39,647.9,6494.87,7345.16
46823,Jan-23,WEILOI,EAST KHASI HILL,170.7,OK,ACT,172,279.95,172.05,89.07,-89.17,171.95
46824,Jan-23,WEILOI,EAST KHASI HILL,492.5,OK,ACT,498,497.75,497.75,123.35,-124.01,497.09
46825,Jan-23,WEILOI,EAST KHASI HILL,25.55,OK,ACT,26,25.9,25.9,37.1,-37.78,25.22
46826,Jan-23,WEILOI,EAST KHASI HILL,158.4,OK,ACT,160,159.6,159.6,93.19,-93.78,159.01
46827,Jan-23,WEILOI,EAST KHASI HILL,359.95,OK,ACT,704,362.1,362.1,756.25,-414.72,703.63
46828,Jan-23,WEILOI,EAST KHASI HILL,534.5,OK,ACT,540,539.55,539.55,401.91,-402.23,539.23
46829,Jan-23,WEILOI,EAST KHASI HILL,91.25,OK,ACT,92,92.5,92.5,0,0,
46830,Jan-23,WEILOI,EAST KHASI HILL,68.2,OK,ACT,68,68.3,68.3,0,0,
46832,Jan-23,WEILOI,EAST KHASI HILL,1400.9,OK,ACT,1415,1414.35,1414.35,800.21,-800.3,1414.26
46833,Jan-23,WEILOI,EAST KHASI HILL,395.8,OK,ACT,,397.7,397.7,235.73,-235.74,397.69
46834,Jan-23,WEILOI,EAST KHASI HILL,437.2,OK,ACT,442,441.8,441.8,0,0,
46835,Jan-23,WEILOI,EAST KHASI HILL,144.6,OK,ACT,141,144.9,144.9,120,-121.96,142.94
46836,Jan-23,WEILOI,EAST KHASI HILL,863.23,OK,ACT,874,871.93,871.93,299.38,-298.21,873.1
46837,Jan-23,WEILOI,EAST KHASI HILL,289,OK,ACT,290,290.56,290.56,705.52,-706.08,290
46838,Jan-23,WEILOI,EAST KHASI HILL,965,OK,ACT,973,972.56,972.56,1136.48,-1136.49,972.55
46839,Jan-23,WEILOI,EAST KHASI HILL,121.37,OK,ACT,248,121.37,121.37,332.68,-206.99,247.06
46841,Jan-23,WEILOI,EAST KHASI HILL,392.1,OK,ACT,,396.15,396.15,0,0,
46844,Jan-23,WEILOI,EAST KHASI HILL,1036.42,OK,ACT,,1046.07,1046.07,3712.51,5206.17,9964.75
46847,Jan-23,WEILOI,EAST KHASI HILL,29.2,OK,ACT,,29.6,29.6,-0.85,0,
46848,Jan-23,WEILOI,EAST KHASI HILL,29.2,OK,ACT,,29.6,29.6,-278.22,0,
46849,Jan-23,WEILOI,EAST KHASI HILL,22.28,OK,ACT,45,22.58,22.58,251.24,-229.5,44.32
46851,Jan-23,WEILOI,EAST KHASI HILL,25.55,OK,ACT,25,25.9,25.9,-0.03,0,
46852,Jan-23,WEILOI,EAST KHASI HILL,93.73,OK,ACT,187,94.13,94.13,92.56,0,
46853,Jan-23,WEILOI,EAST KHASI HILL,127.98,OK,ACT,370,128.78,128.78,240.33,0,
46854,Jan-23,WEILOI,EAST KHASI HILL,193.8,OK,ACT,190,194.7,194.7,149.75,-151.69,192.76
46855,Jan-23,WEILOI,EAST KHASI HILL,429.08,OK,ACT,,433.58,433.58,102.03,-101.45,434.16
46856,Jan-23,WEILOI,EAST KHASI HILL,228.1,OK,ACT,230,230.15,230.15,212.64,-213.02,229.77
46857,Jan-23,WEILOI,EAST KHASI HILL,158.4,OK,ACT,160,159.6,159.6,293.18,-293.72,159.06
46859,Jan-23,WEILOI,EAST KHASI HILL,129.7,OK,ACT,130,130.55,130.55,123.36,-123.91,130
46860,Jan-23,WEILOI,EAST KHASI HILL,88.7,OK,ACT,83,89.05,89.05,320.45,-323.59,85.91
46861,Jan-23,WEILOI,EAST KHASI HILL,215.8,OK,ACT,220,217.7,217.7,239.3,-239.78,217.22
46862,Jan-23,WEILOI,EAST KHASI HILL,101,OK,ACT,102,101.5,101.5,146.06,-146.55,101.01
46863,Jan-23,WEILOI,EAST KHASI HILL,297.83,OK,ACT,304,300.73,300.73,3.06,0,
46864,Jan-23,WEILOI,EAST KHASI HILL,322.4,OK,ACT,325,325.6,325.6,219.7,-219.87,325.43
46865,Jan-23,WEILOI,EAST KHASI HILL,76.4,OK,ACT,75,76.6,76.6,100.42,-101.18,75.84
46866,Jan-23,WEILOI,EAST KHASI HILL,236.43,OK,ACT,240,238.58,238.58,202.29,-201.49,239.38
46868,Jan-23,WEILOI,EAST KHASI HILL,113.3,OK,ACT,114,113.95,113.95,273.58,-273.61,113.92
46869,Jan-23,WEILOI,EAST KHASI HILL,136.43,OK,ACT,374,138.23,138.23,235.2,0,
46870,Jan-23,WEILOI,EAST KHASI HILL,425.64,OK,ACT,496,430.09,430.09,186.41,-120.55,495.95
46872,Jan-23,WEILOI,EAST KHASI HILL,56.23,OK,ACT,,56.48,56.48,3953.66,0,
46873,Jan-23,WEILOI,EAST KHASI HILL,63.24,OK,ACT,,63.54,63.54,4950.75,0,
46874,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,2283.33,0,
46875,Jan-23,WEILOI,EAST KHASI HILL,10.97,OK,ACT,,11.12,11.12,1.82,0,
46876,Jan-23,WEILOI,EAST KHASI HILL,77.28,OK,ACT,,78.33,78.33,63.59,0,
46877,Jan-23,WEILOI,EAST KHASI HILL,17.81,OK,ACT,,17.91,17.91,1638.24,0,
46878,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,2210.03,0,
46880,Jan-23,WEILOI,EAST KHASI HILL,0,OK,BACKEND,,,0,2296.66,0,
46881,Jan-23,WEILOI,EAST KHASI HILL,7.86,OK,ACT,70,7.96,7.96,57.51,0,
46885,Jan-23,WEILOI,EAST KHASI HILL,42.04,OK,ACT,,42.24,42.24,2744.33,0,
46888,Jan-23,WEILOI,EAST KHASI HILL,7.3,OK,ACT,,7.4,7.4,0,0,
46889,Jan-23,WEILOI,EAST KHASI HILL,41.98,OK,ACT,500,42.08,42.08,4391.84,0,
46891,Jan-23,WEILOI,EAST KHASI HILL,10.95,OK,ACT,,11.1,11.1,-274.82,0,
46892,Jan-23,WEILOI,EAST KHASI HILL,7.87,OK,ACT,,7.97,7.97,58.7,0,
46893,Jan-23,WEILOI,EAST KHASI HILL,10.95,OK,ACT,,11.1,11.1,0,0,
46894,Jan-23,WEILOI,EAST KHASI HILL,76.65,OK,ACT,,77.7,77.7,-284.76,0,
46902,Jan-23,WEILOI,EAST KHASI HILL,18.42,OK,ACT,,18.67,18.67,16.97,0,
46907,Jan-23,WEILOI,EAST KHASI HILL,371.96,OK,ACT,383,376.66,376.66,6.04,0,
46911,Jan-23,WEILOI,EAST KHASI HILL,54.75,OK,ACT,56,55.5,55.5,-121.59,121.2,55.11
46915,Jan-23,WEILOI,EAST KHASI HILL,18.25,OK,ACT,19,18.5,18.5,0,0,
46921,Jan-23,WEILOI,EAST KHASI HILL,95.85,OK,ACT,,97.15,97.15,96.9,0,
46924,Jan-23,WEILOI,EAST KHASI HILL,353.1,OK,ACT,250,357.05,357.05,549.07,6111.73,7017.85
46931,Jan-23,WEILOI,EAST KHASI HILL,0,OK,ACT,,,0,0,0,
46933,Jan-23,WEILOI,EAST KHASI HILL,113.3,OK,ACT,114,113.95,113.95,226.87,-227.51,113.31
46934,Jan-23,WEILOI,EAST KHASI HILL,0,OK,ACT,,,0,-189.5,0,
46936,Jan-23,WEILOI,EAST KHASI HILL,62.05,OK,ACT,63,62.9,62.9,-0.32,0,
46940,Jan-23,WEILOI,EAST KHASI HILL,148.7,OK,ACT,150,149.05,149.05,0,0,
46941,Jan-23,WEILOI,EAST KHASI HILL,80.5,OK,ACT,80,80.75,80.75,0,0,
46943,Jan-23,WEILOI,EAST KHASI HILL,219.93,OK,ACT,220,220.73,220.73,689.85,10896.9,11807.48
46944,Jan-23,WEILOI,EAST KHASI HILL,4.39,OK,ACT,,4.44,4.44,7.44,67.94,79.82
46945,Jan-23,WEILOI,EAST KHASI HILL,138.2,OK,ACT,140,140.05,140.05,0,0,
46946,Jan-23,WEILOI,EAST KHASI HILL,25.55,OK,ACT,26,25.9,25.9,0,0,
46948,Jan-23,WEILOI,EAST KHASI HILL,36.5,OK,ACT,40,37,37,-1417.1,1416.9,36.8
46950,Jan-23,WEILOI,EAST KHASI HILL,66.5,OK,ACT,67,67,67,0,0,
46951,Jan-23,WEILOI,EAST KHASI HILL,70.15,OK,ACT,71,70.7,70.7,0,0,
46952,Jan-23,WEILOI,EAST KHASI HILL,57.69,OK,ACT,,57.79,57.79,395.08,1702.15,2155.02
46954,Jan-23,WEILOI,EAST KHASI HILL,323.64,OK,ACT,,327.74,327.74,55.91,40.27,423.92
46956,Jan-23,WEILOI,EAST KHASI HILL,62.05,OK,ACT,62,62.9,62.9,181.46,-182.41,61.95
46959,Jan-23,WEILOI,EAST KHASI HILL,58.4,OK,ACT,60,59.2,59.2,181.3,-182.41,58.09
46960,Jan-23,WEILOI,EAST KHASI HILL,98.91,OK,ACT,500,100.01,100.01,81.4,1879.09,2060.5
46962,Jan-23,WEILOI,EAST KHASI HILL,108.14,OK,ACT,500,108.34,108.34,0,3173.76,
46964,Jan-23,WEILOI,EAST KHASI HILL,30.37,OK,ACT,,30.77,30.77,118.98,0,
46966,Jan-23,WEILOI,EAST KHASI HILL,174.6,OK,ACT,175,174.9,174.9,198.35,-198.82,174.43
46969,Jan-23,WEILOI,EAST KHASI HILL,14.6,OK,ACT,15,14.8,14.8,0,0,
46972,Jan-23,WEILOI,EAST KHASI HILL,40.95,OK,ACT,39,41.1,41.1,0,0,
46973,Jan-23,WEILOI,EAST KHASI HILL,73,OK,ACT,,74,74,0,0,
46974,Jan-23,WEILOI,EAST KHASI HILL,131,OK,ACT,130,131.5,131.5,0,0,
46976,Jan-23,WEILOI,EAST KHASI HILL,18.25,OK,ACT,19,18.5,18.5,121.56,-121.96,18.1
46977,Jan-23,WEILOI,EAST KHASI HILL,77.45,OK,ACT,,78.1,78.1,0,0,
46978,Jan-23,WEILOI,EAST KHASI HILL,7.3,OK,ACT,,7.4,7.4,0.27,0,
46979,Jan-23,WEILOI,EAST KHASI HILL,242,OK,ACT,244,244.75,244.75,0,0,
46981,Jan-23,WEILOI,EAST KHASI HILL,92.05,OK,ACT,93,92.9,92.9,0,0,
46982,Jan-23,WEILOI,EAST KHASI HILL,7.3,OK,ACT,,7.4,7.4,0,0,
46983,Jan-23,WEILOI,EAST KHASI HILL,106.4,OK,ACT,107,106.6,106.6,0,0,
46984,Jan-23,WEILOI,EAST KHASI HILL,199.38,OK,ACT,,201.18,201.18,1809.5,2050.76,4061.44
46987,Jan-23,WEILOI,EAST KHASI HILL,70.15,OK,ACT,70,70.7,70.7,0,0,
46988,Jan-23,WEILOI,EAST KHASI HILL,164.1,OK,ACT,,165.9,165.9,-2.43,0,
46991,Jan-23,WEILOI,EAST KHASI HILL,48.25,OK,ACT,48,48.5,48.5,143.84,-144.51,47.83
46992,Jan-23,WEILOI,EAST KHASI HILL,188.4,OK,ACT,190,189.6,189.6,440.33,-440.66,189.27
46993,Jan-23,WEILOI,EAST KHASI HILL,255.3,OK,ACT,257,256.95,256.95,535.07,-535.96,256.06
46994,Jan-23,WEILOI,EAST KHASI HILL,25.55,OK,ACT,,25.9,25.9,-0.02,0,
46997,Jan-23,WEILOI,EAST KHASI HILL,55.55,OK,ACT,55,55.9,55.9,0,-0.59,
46999,Jan-23,WEILOI,EAST KHASI HILL,520.8,OK,ACT,527,526.95,526.95,198.88,-199.05,526.78
47003,Jan-23,WEILOI,EAST KHASI HILL,21.9,OK,ACT,22,22.2,22.2,0,0,
47004,Jan-23,WEILOI,EAST KHASI HILL,208.7,OK,ACT,,209.05,209.05,0,0,
47005,Jan-23,WEILOI,EAST KHASI HILL,394.7,OK,ACT,398,398.05,398.05,293.3,-294.14,397.21
47006,Jan-23,WEILOI,EAST KHASI HILL,944,OK,ACT,954,952.6,952.6,515.12,-515.46,952.26
47007,Jan-23,WEILOI,EAST KHASI HILL,266.3,OK,ACT,270,268.45,268.45,243.06,-243.89,267.62
47008,Jan-23,WEILOI,EAST KHASI HILL,212.37,OK,ACT,,213.02,213.02,925.87,0,
47009,Jan-23,WEILOI,EAST KHASI HILL,167.9,OK,ACT,167,168.85,168.85,520.94,-523.6,166.19
47010,Jan-23,WEILOI,EAST KHASI HILL,139.2,OK,ACT,139,139.8,139.8,142.54,-143.48,138.86
47011,Jan-23,WEILOI,EAST KHASI HILL,496.2,OK,ACT,,502.05,502.05,0,0,
47012,Jan-23,WEILOI,EAST KHASI HILL,96.9,OK,ACT,,97.35,97.35,0,0,
47015,Jan-23,WEILOI,EAST KHASI HILL,916.58,OK,ACT,,924.83,924.83,7.87,0,
47016,Jan-23,WEILOI,EAST KHASI HILL,472.6,OK,ACT,477,476.9,476.9,0,0,
47021,Jan-23,WEILOI,EAST KHASI HILL,158.16,OK,ACT,,158.61,158.61,125.57,0,
47028,Jan-23,WEILOI,EAST KHASI HILL,1241.53,OK,ACT,1260,1254.88,1254.88,0,3.28,
47029,Jan-23,WEILOI,EAST KHASI HILL,128.97,OK,ACT,,129.02,129.02,492.66,0,
47030,Jan-23,WEILOI,EAST KHASI HILL,1637.53,OK,ACT,,1655.28,1655.28,2.5,0,
47031,Jan-23,WEILOI,EAST KHASI HILL,326.05,OK,ACT,106,328.55,328.55,105.55,0,
47032,Jan-23,WEILOI,EAST KHASI HILL,156.9,OK,ACT,63,157.35,157.35,0,0,
47034,Jan-23,WEILOI,EAST KHASI HILL,3517.04,OK,ACT,1500,3549.64,3549.64,2217.99,12000.89,17768.52
47037,Jan-23,WEILOI,EAST KHASI HILL,1809.66,OK,ACT,,1826.91,1826.91,10986.17,11907.65,24720.73
47039,Jan-23,WEILOI,EAST KHASI HILL,244.03,OK,ACT,349,245.53,245.53,102.63,0,
47040,Jan-23,WEILOI,EAST KHASI HILL,138.04,OK,ACT,727,138.19,138.19,588.1,0,
47041,Jan-23,WEILOI,EAST KHASI HILL,162.5,OK,ACT,164,163.75,163.75,-434.95,434.95,163.75
47042,Jan-23,WEILOI,EAST KHASI HILL,304.84,OK,ACT,1300,306.09,306.09,0,8233.88,
47043,Jan-23,WEILOI,EAST KHASI HILL,624.3,OK,ACT,631,630.45,630.45,-0.04,0,
47044,Jan-23,WEILOI,EAST KHASI HILL,555.57,OK,ACT,,561.27,561.27,2257.35,0,
47046,Jan-23,WEILOI,EAST KHASI HILL,92.8,OK,ACT,94,93.2,93.2,0,0,
47048,Jan-23,WEILOI,EAST KHASI HILL,137.9,OK,ACT,140,138.85,138.85,0,0,
47049,Jan-23,WEILOI,EAST KHASI HILL,1871.47,OK,ACT,,1891.57,1891.57,1954.08,0,
47051,Jan-23,WEILOI,EAST KHASI HILL,92.8,OK,ACT,93,93.2,93.2,0,0,
47052,Jan-23,WEILOI,EAST KHASI HILL,156.9,OK,ACT,158,157.35,157.35,0,0,
47056,Jan-23,WEILOI,EAST KHASI HILL,178.95,OK,ACT,190,180.4,180.4,4.88,0,
47058,Jan-23,WEILOI,EAST KHASI HILL,158.4,OK,ACT,160,159.6,159.6,-431.9,431.47,159.17
47059,Jan-23,WEILOI,EAST KHASI HILL,80.5,OK,ACT,80,80.75,80.75,0,0,
47061,Jan-23,WEILOI,EAST KHASI HILL,262.17,OK,ACT,3000,262.37,262.37,-8233.75,31480.94,23509.56
47062,Jan-23,WEILOI,EAST KHASI HILL,105.1,OK,ACT,100,105.65,105.65,0,0,
47063,Jan-23,WEILOI,EAST KHASI HILL,357.8,OK,ACT,360,360.7,360.7,0,0,
47064,Jan-23,WEILOI,EAST KHASI HILL,235.27,OK,ACT,,236.32,236.32,2917.17,0,
47065,Jan-23,WEILOI,EAST KHASI HILL,461.8,OK,ACT,,466.7,466.7,0,0,
47066,Jan-23,WEILOI,EAST KHASI HILL,97.58,OK,ACT,166,98.03,98.03,67.79,0,
47072,Jan-23,WEILOI,EAST KHASI HILL,542.26,OK,ACT,950,779.76,547.36,405.78,0,
